,X_1,X_2,X_3,X_4,y
0,-1.9247271680511053,0.2679473705229052,0.596126802318556,-1.1500323541862467,-5.195672796295914
1,0.545332696397407,-0.745502992732459,2.7732482792683006,-0.975761170668568,-20.11800006865885
2,-1.8330451790700586,0.14262035589967015,-1.0614525478009393,-1.019241537538954,0.6305030780982116
3,-1.2970519001732561,-0.8579965353694652,2.8157553891679807,-1.3343960104566106,-31.19529655920931
4,-0.8643047209443011,-2.1169548629402413,6.3479153703850635,1.1403405212798412,-272.1377458468816
5,1.7956874547429882,1.9736203945621709,-5.11360302978664,-1.4719403147652832,127.63203323824676
6,0.8304510654901289,2.4178753472674384,-7.219955040861832,-1.808982273852363,363.7708213132738
7,0.20581106141701877,-0.3700259124758718,0.615314663483719,-1.5505928917533474,-5.382155274429279
8,-2.354930877878198,1.0261017577931781,-2.88272497880236,1.7060664635097247,20.446526556561658
9,1.1687414814014145,-0.3929343988942402,0.8586680018087323,-1.50901898109896,-3.1815791895831804
10,-0.5252499078449708,1.3164968023642776,-4.995349065386458,1.6347422957888593,122.59843811802588
11,1.5102355931433324,1.4877909887908984,-4.9652184317785775,0.8812506217366227,121.94162100119475
12,-1.2278943707006036,-0.9601040070367173,2.976011522352902,1.7407750674291407,-44.712450358779044
13,-2.215575316744241,-2.282881727913632,6.5258596007961716,2.3924895204433856,-346.5136281732983
14,1.833243204496001,2.4767814929655767,-6.643735859862586,1.8602580682086867,289.352387400845
15,-1.3948550205781434,1.0189121077859449,-3.8457503837571716,0.6984713103339155,60.82872789796454
16,-0.47505275976370154,1.1119281557204426,-3.796308484424224,0.052767302915671,56.53341639922178
17,-0.9195176449089564,0.756231022747615,-2.865596839146196,1.0788864237956814,24.942220440268006
18,-2.1166865000177637,-2.1725413852551148,6.620455757452448,-0.8915345534178498,-317.1296277156358
19,1.7161234711485225,-2.23987078108205,7.551605599954835,-0.5793710561855709,-408.11712926256524
20,1.7446957387243076,-0.05067892109220873,0.16582434422711675,0.09984799835853764,1.9144591261671324
21,2.3573254571769393,1.5297154005173939,-4.704546518158544,-1.9218822859989597,86.1059483174437
22,-0.5731154280243094,2.395588977868231,-6.432701283523986,1.7589154757212286,262.5070163855173
23,2.272440625543326,0.41027255023529774,0.16069153281220827,-2.324331222086105,-26.624706134217778
